nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;hwd;pronSampa;pronIpa;pronPos
4;omnĭprĕʹſent;L.;;;a.;59.0;151;omnipresent;omnipresent;A m n i p r\ E z @ n t;ɑmnipɹɛzənt;adjective
4;omnĭʹſcĭent;L.;;;a.;61.0;151;omniscient;omniscient;A m n I S @ n t;ɑmnɪʃənt;adjective
1;once;;;;p.;63.0;151;once;once;w V n s;wʌns;pronoun
3;ŏʹnĭon;F.;;;n.;67.0;151;onion;onion;V n j @ n;ʌnjən;noun
2;ŏʹnſet;;;;n.;68.0;151;onset;onset;A n s E t;ɑnsɛt;noun
4;ŏntŏʹlŏgy;;;;n.;69.0;151;ontology;ontology;A n t A l @ dZ i:;ɑntɑlə?iː;noun
2;ŏʹnward;;;;p.;70.0;151;onward;onward;O: n w 3:r d;Oːnwɜ:rd;pronoun
2;оʹnyх;G.;;;n.;71.0;151;onyx;onyx;A n i k s;ɑniks;noun
4;opāʹcĭty;;;;n.;2.0;152;opacity;opacity;@U p { s @ 4 i:;oʊpæsəɾiː;noun
2;ōʹpăl;;;;n.;3.0;152;opal;opal;@U p @ l;oʊpəl;noun
2;oʹp_e_n;;;;v.;4.0;152;open;open;@U p @ n;oʊpən;verb
3;ŏʹpĕrā;;;;n.;5.0;152;opera;opera;A p r\ @;ɑpɹə;noun
3;ŏʹpĕrāte;;;;v.;6.0;152;operate;operate;A p 3:r eI t;ɑpɜ:r?t;verb
5;opĕrāʹtion;;;;n.;7.0;152;operation;operation;A p 3:r eI S @ n;ɑpɜ:r?ʃən;noun
4;ŏpĕrāʹtor;;;;n.;8.0;152;operator;operator;A p 3:r eI 4 3:r;ɑpɜ:r?ɾɜ:r;noun
3;ōʹpĭāte;;;;n.;12.0;152;opiate;opiate;@U p i: @ t;oʊpiːət;noun
2;opīʹne;L.;;;v.;13.0;152;opine;opine;@U p aI n;oʊp?n;verb
4;opĭʹnĭon;;;;n.;15.0;152;opinion;opinion;@ p I n j @ n;əpɪnjən;noun
3;ōʹpĭum;G.;;;n.;16.0;152;opium;opium;@U p i: @ m;oʊpiːəm;noun
3;oppŏʹnĕnt;;;;n.;22.0;152;opponent;opponent;@ p @U n @ n t;əpoʊnənt;noun
3;oppŏrtūʹne;;;;v.;23.0;152;opportune;opportune;A p 3:r t u n;ɑpɜ:rtun;verb
5;oppŏrtūʹnĭty;L.;;;n.;24.0;152;opportunity;opportunity;A p 3:r t u n @ 4 i:;ɑpɜ:rtunəɾiː;noun
2;oppōʹſe;;;;v.;25.0;152;oppose;oppose;@ p @U z;əpoʊz;verb
3;ŏʹppŏsĭte;;;;a.;27.0;152;opposite;opposite;A p @ z @ t;ɑpəzət;adjective
3;ôʹppŏsĭtes;;;;n.;28.0;152;opposites;opposites;A p @ z @ t s;ɑpəzəts;noun
5;oppŏsĭʹtion;;;;n.;29.0;152;opposition;opposition;A p @ z I S @ n;ɑpəzɪʃən;noun
2;opprĕʹſs;;;;v.;30.0;152;oppress;oppress;@ p r\ E s;əpɹɛs;verb
4;opprĕʹſſion;L.;;;n.;31.0;152;oppression;oppression;@ p r\ E S @ n;əpɹɛʃən;noun
3;opprĕʹſſive;;;;a.;32.0;152;oppressive;oppressive;@ p r\ E s i v;əpɹɛsiv;adjective
3;opprĕʹſſor;;;;n.;33.0;152;oppressor;oppressor;@ p r\ E s 3:r;əpɹɛsɜ:r;noun
4;opprōʹbrĭum;L.;;;n.;35.0;152;opprobrium;opprobrium;@ p r\ @U b r\ i: @ m;əpɹoʊbɹiːəm;noun
1;ops;;;;n.;37.0;152;ops;ops;A p s;ɑps;noun
4;optĭʹcĭan;;;;n.;39.0;152;optician;optician;A p t I S @ n;ɑptɪʃən;noun
2;ŏʹptic;G.;;;a.;40.0;152;optic;optic;A p t i k;ɑptik;adjective
2;ŏʹptics;G.;;;n.;41.0;152;optics;optics;A p t i k s;ɑptiks;noun
3;ŏʹption;;;;n.;42.0;152;option;option;A p S @ n;ɑpʃən;noun
3;ŏʹpūlĕnce;;;;n.;43.0;152;opulence;opulence;A p j @ l @ n s;ɑpjələns;noun
3;ŏʹpūlent;;;;a.;44.0;152;opulent;opulent;A p j @ l @ n t;ɑpjələnt;adjective
1;or;;;;n.;45.0;152;or;or;O: r\;Oːɹ;noun
3;ŏʹrăcle;L.;;;n.;46.0;152;oracle;oracle;O: r\ @ k @ l;Oːɹəkəl;noun
2;ōʹral;;;;a.;48.0;152;oral;oral;O: r\ @ l;Oːɹəl;adjective
2;ŏʹrănge;;;;n.;49.0;152;orange;orange;O: r\ @ n dZ;Oːɹən?;noun
4;orāʹtion;L.;;;n.;51.0;152;oration;oration;O: r\ eI S @ n;Oːɹ?ʃən;noun
3;ŏʹrător;;;;n.;52.0;152;orator;orator;O: r\ @ 4 3:r;Oːɹəɾɜ:r;noun
4;ŏʹrătŏry;L.;;;n.;53.0;152;oratory;oratory;O: r\ @ t O: r\ i:;OːɹətOːɹiː;noun
1;orb;L.;;;n.;54.0;152;orb;orb;O: r\ b;Oːɹb;noun
2;ŏʹrbĭt;L.;;;n.;56.0;152;orbit;orbit;O: r\ b @ t;Oːɹbət;noun
2;ŏʹrchărd;;;;n.;58.0;152;orchard;orchard;O: r\ tS 3:r d;Oːɹ?ɜ:rd;noun
2;ordaiʹn;;;;v.;59.0;152;ordain;ordain;O: r\ d eI n;Oːɹd?n;verb
3;oʹrdėȧl;;;;n.;60.0;152;ordeal;ordeal;O: r\ d i: l;Oːɹdiːl;noun
2;ŏʹrd_e_r;;;;n.;61.0;152;order;order;O: r\ 4 3:r;Oːɹɾɜ:r;noun
3;ŏʹrdĕrly;;;;a.;62.0;152;orderly;orderly;O: r\ 4 3:r l i:;Oːɹɾɜ:rliː;adjective
3;ŏʹrdĭnănce;L.;;;n.;64.0;152;ordinance;ordinance;O: r\ d @ n @ n s;Oːɹdənəns;noun
4;ŏʹrdĭnăry;L.;;;n.;65.0;152;ordinary;ordinary;O: r\ d @ n E r\ i:;Oːɹdənɛɹiː;noun
5;ŏrdĭnāʹtion;;;;n.;66.0;152;ordination;ordination;O: r\ d @ n eI S @ n;Oːɹdən?ʃən;noun
2;ŏʹrdnănce;;;;n.;67.0;152;ordnance;ordnance;O: r\ d n @ n s;Oːɹdnəns;noun
1;ore;;;;n.;70.0;152;ore;ore;O: r\;Oːɹ;noun
2;ŏʹrgăn;F.;;;n.;72.0;152;organ;organ;O: r\ g @ n;Oːɹgən;noun
3;ŏʹrgăniſt;;;;n.;2.0;153;organist;organist;O: r\ g @ n @ s t;Oːɹgənəst;noun
4;ŏʹrgănīzed;F.;;;a.;3.0;153;organized;organized;O: r\ g @ n aI z d;Oːɹgən?zd;adjective
3;ŏʹrĭent;L.;;;n.;7.0;153;orient;orient;O: r\ i: E n t;Oːɹiːɛnt;noun
4;ŏrĭeʹntal;;;;a.;8.0;153;oriental;oriental;O: r\ i: E n t @ l;Oːɹiːɛntəl;adjective
3;ŏʹrĭfĭce;;;;n.;9.0;153;orifice;orifice;O: r\ @ f @ s;Oːɹəfəs;noun
3;ŏʹrĭgin;F.;;;n.;10.0;153;origin;origin;O: r\ @ dZ @ n;Oːɹə?ən;noun
4;orĭʹgĭnal;;;;n.;11.0;153;original;original;3:r I dZ @ n @ l;ɜ:rɪ?ənəl;noun
3;ōʹrĭon;;;;n.;13.0;153;orion;orion;@U r\ aI @ n;oʊɹ?ən;noun
3;ŏʹrnăment;;;;n.;15.0;153;ornament;ornament;O: r\ n @ m @ n t;Oːɹnəmənt;noun
4;ŏrnămĕʹntal;;;;n.;16.0;153;ornamental;ornamental;O: r\ n @ m E n t @ l;Oːɹnəmɛntəl;noun
2;ŏʹrphan;;;;n.;17.0;153;orphan;orphan;O: r\ f @ n;Oːɹfən;noun
3;ŏʹrpĭment;;;;n.;18.0;153;orpiment;orpiment;O: r\ p @ m @ n t;Oːɹpəmənt;noun
3;ŏʹrrĕry;;;;n.;19.0;153;orrery;orrery;O: r\ 3:r i:;Oːɹɜ:riː;noun
2;ŏʹrris;;;;n.;20.0;153;orris;orris;O: r\ i s;Oːɹis;noun
3;ŏʹrthŏdox;G.;;;n.;21.0;153;orthodox;orthodox;O: r\ T @ d A k s;Oːɹθədɑks;noun
4;ŏʹrthŏdŏxy;;;;n.;22.0;153;orthodoxy;orthodoxy;O: r\ T @ d A k s i:;Oːɹθədɑksiː;noun
4;orthŏʹgŏnal;;;;a.;23.0;153;orthogonal;orthogonal;O: r\ T A g @ n @ l;Oːɹθɑgənəl;adjective
4;ŏrthŏʹgrăphy;;;;n.;26.0;153;orthography;orthography;O: r\ T A g r\ @ f i:;Oːɹθɑgɹəfiː;noun
1;os;L.;;;n.;29.0;153;os;os;A s;ɑs;noun
5;oſcĭllāʹtion;;;;n.;30.0;153;oscillation;oscillation;A s @ l eI S @ n;ɑsəl?ʃən;noun
2;ŏʹſprey;;;;n.;33.0;153;osprey;osprey;O: s p r\ i:;Oːspɹiː;noun
3;ŏʹſsĭfy;;;;v.;34.0;153;ossify;ossify;A s @ f aI;ɑsəf?;verb
5;ŏſtĕntāʹtion;L.;;;n.;36.0;153;ostentation;ostentation;O: s t E n t eI S @ n;Oːstɛnt?ʃən;noun
5;ŏſtĕntāʹti_o_us;;;;a.;37.0;153;ostentatious;ostentatious;A s t @ n t eI S @ s;ɑstənt?ʃəs;adjective
2;ŏʹſtrich;;;;n.;41.0;153;ostrich;ostrich;O: s t r\ i tS;Oːstɹi?;noun
3;ŏʹtherwīſe;;;;p.;43.0;153;otherwise;otherwise;V D 3:r w aI z;ʌðɜ:rw?z;pronoun
2;ŏʹtt_e_r;;;;n.;44.0;153;otter;otter;A 4 3:r;ɑɾɜ:r;noun
3;ŏʹttŏmăn;;;;n.;45.0;153;ottoman;ottoman;A 4 @ m @ n;ɑɾəmən;noun
2;oʹval;L.;;;n.;46.0;153;oval;oval;@U v @ l;oʊvəl;noun
4;ovāʹtion;;;;n.;47.0;153;ovation;ovation;@U v eI S @ n;oʊv?ʃən;noun
2;ŏʹv_e_n;;;;n.;48.0;153;oven;oven;V v @ n;ʌvən;noun
2;oʹver;;;;a.;49.0;153;over;over;@U v 3:r;oʊvɜ:r;adjective
3;ovĕrăʹct;;;;v.;50.0;153;overact;overact;@U v 3:r { k t;oʊvɜ:rækt;verb
4;ovĕrbeaʹring;;;;a.;53.0;153;overbearing;overbearing;@U v 3:r b E r\ i N;oʊvɜ:rbɛɹiŋ;adjective
3;ŏʹvĕrboard;;;;p.;55.0;153;overboard;overboard;@U v 3:r b O: r\ d;oʊvɜ:rbOːɹd;pronoun
3;ovĕrcăʹſt;;;;v.;58.0;153;overcast;overcast;@U v 3:r k { s t;oʊvɜ:rkæst;verb
3;ovĕrchāʹrge;;;;v.;60.0;153;overcharge;overcharge;@U v 3:r tS A r\ dZ;oʊvɜ:r?ɑɹ?;verb
3;ovĕrcŏʹme;;;;v.;61.0;153;overcome;overcome;@U v 3:r k V m;oʊvɜ:rkʌm;verb
3;ovĕrdoʹ;;;;v.;62.0;153;overdo;overdo;@U v 3:r d u;oʊvɜ:rdu;verb
3;ovĕrfloʹ_w_;;;;v.;63.0;153;overflow;overflow;@U v 3:r f l @U;oʊvɜ:rfloʊ;verb
3;ovĕrgroʹ_w_n;;;;a.;64.0;153;overgrown;overgrown;@U v 3:r g r\ @U n;oʊvɜ:rgɹoʊn;adjective
3;ovĕrhauʹl;;;;v.;65.0;153;overhaul;overhaul;@U v 3:r h O: l;oʊvɜ:rhOːl;verb
3;ovĕrheaʹr;;;;v.;66.0;153;overhear;overhear;@U v 3:r h I r\;oʊvɜ:rhɪɹ;verb
3;ovĕrheaʹt;;;;v.;67.0;153;overheat;overheat;@U v 3:r h i: t;oʊvɜ:rhiːt;verb
4;ovĕrjoyʹed;;;;a.;68.0;153;overjoyed;overjoyed;@U v 3:r dZ OI d;oʊvɜ:r??d;adjective
3;ovĕrlaʹy;;;;v.;69.0;153;overlay;overlay;@U v 3:r l eI;oʊvɜ:rl?;verb
3;ovĕrloaʹd;;;;v.;70.0;153;overload;overload;@U v 3:r l @U d;oʊvɜ:rloʊd;verb
3;ovĕrlooʹk;;;;v.;71.0;153;overlook;overlook;@U v 3:r l U k;oʊvɜ:rlʊk;verb
3;ovĕrmăʹtch;;;;n.;73.0;153;overmatch;overmatch;@U v 3:r m { tS;oʊvɜ:rmæ?;noun
4;ovĕrpȯʹẇer;;;;v.;5.0;154;overpower;overpower;@U v 3:r p aU 3:r;oʊvɜ:rp?ɜ:r;verb
3;ovĕrrāʹte;;;;v.;7.0;154;overrate;overrate;@U v 3:r r\ eI t;oʊvɜ:rɹ?t;verb
3;ovĕrreaʹch;;;;v.;8.0;154;overreach;overreach;@U v 3:r r\ i: tS;oʊvɜ:rɹiː?;verb
3;ovĕrrūʹle;;;;v.;10.0;154;overrule;overrule;@U v 3:r r\ u l;oʊvɜ:rɹul;verb
3;ovĕrrŭn;;nbSyll>1 et pas d'accent tonic;;v.;11.0;154;overrun;overrun;@U v 3:r r\ V n;oʊvɜ:rɹʌn;verb
3;ovĕrſeeʹ;;;;v.;12.0;154;oversee;oversee;@U v 3:r s i:;oʊvɜ:rsiː;verb
3;ovĕrſeeʹn;;;;a.;13.0;154;overseen;overseen;@U v 3:r s i: n;oʊvɜ:rsiːn;adjective
3;ovĕrſeeʹr;;;;n.;14.0;154;overseer;overseer;@U v 3:r s i: 3:r;oʊvɜ:rsiːɜ:r;noun
4;ovĕrſhăʹdo_w_;;;;v.;16.0;154;overshadow;overshadow;@U v 3:r S { 4 @U;oʊvɜ:rʃæɾoʊ;verb
3;ovĕrſhooʹt;;;;v.;17.0;154;overshoot;overshoot;@U v 3:r S u t;oʊvɜ:rʃut;verb
3;ŏʹversī_gh_t;;;;n.;18.0;154;oversight;oversight;@U v 3:r s aI t;oʊvɜ:rs?t;noun
2;ŏʹvert;F.;;;a.;21.0;154;overt;overt;@U v 3:r t;oʊvɜ:rt;adjective
3;ovĕrtāʹke;;;;v.;22.0;154;overtake;overtake;@U v 3:r t eI k;oʊvɜ:rt?k;verb
3;ovĕrthroʹ_w_;;;;v.;23.0;154;overthrow;overthrow;@U v 3:r T r\ @U;oʊvɜ:rθɹoʊ;verb
3;ŏʹvĕrtūre;F.;;;n.;26.0;154;overture;overture;@U v 3:r tS 3:r;oʊvɜ:r?ɜ:r;noun
3;ovĕrtŭʹrn;;;;v.;27.0;154;overturn;overturn;@U v 3:r t 3:r n;oʊvɜ:rtɜ:rn;verb
4;ovĕrvăʹlūe;;;;v.;28.0;154;overvalue;overvalue;@U v 3:r v { l j u;oʊvɜ:rvælju;verb
3;ovĕrwhĕʹlm;;;;v.;30.0;154;overwhelm;overwhelm;@U v 3:r w E l m;oʊvɜ:rwɛlm;verb
1;o_ugh_t;;;;a.;31.0;154;ought;ought;O: t;Oːt;adjective
4;ovīʹpăr_o_us;;;;a.;32.0;154;oviparous;oviparous;@U v I p 3:r @ s;oʊvɪpɜ:rəs;adjective
3;ouʹt_e_rmŏſt;;;;a.;41.0;154;outermost;outermost;aU 4 3:r m @U s t;?ɾɜ:rmoʊst;adjective
1;o_we_;;;;v.;71.0;154;owe;owe;@U;oʊ;verb
1;ȯẇl;;;;n.;72.0;154;owl;owl;aU l;?l;noun
1;o_w_n;;;;v.;2.0;155;own;own;@U n;oʊn;verb
2;oʹ_w_ner;;;;n.;3.0;155;owner;owner;@U n 3:r;oʊnɜ:r;noun
1;ox;;;;n.;6.0;155;ox;ox;A k s;ɑks;noun
2;oʹyer;;;;v.;11.0;155;oyer;oyer;OI 3:r;?ɜ:r;verb
3;oʹzĭer;F.;;;n.;13.0;155;ozier;ozier;@U z i: 3:r;oʊziːɜ:r;noun
1;pāce;;;;n.;2.0;155;pace;pace;p eI s;p?s;noun
6;pācĭfĭcāʹtion;L.;;;n.;4.0;155;pacification;pacification;p { s @ f @ k eI S @ n;pæsəfək?ʃən;noun
1;păck;;;;n.;8.0;155;pack;pack;p { k;pæk;noun
2;рăʹck_e_r;;;;n.;9.0;155;packer;packer;p { k 3:r;pækɜ:r;noun
2;păʹcket;F.;;;n.;10.0;155;packet;packet;p { k @ t;pækət;noun
1;pact;;;;n.;11.0;155;pact;pact;p { k t;pækt;noun
1;păd;;;;n.;12.0;155;pad;pad;p { d;pæd;noun
2;păʹddle;F.;;;n.;13.0;155;paddle;paddle;p { 4 @ l;pæɾəl;noun
2;păʹdlŏck;;;;n.;15.0;155;padlock;padlock;p { d l A k;pædlɑk;noun
1;pāge;;;;n.;16.0;155;page;page;p eI dZ;p??;noun
3;pāʹg_e_ănt;;;;n.;17.0;155;pageant;pageant;p { dZ @ n t;pæ?ənt;noun
4;pāʹg_e_ăntry;;;;n.;18.0;155;pageantry;pageantry;p { dZ @ n t r\ i:;pæ?əntɹiː;noun
1;pail;;;;n.;19.0;155;pail;pail;p eI l;p?l;noun
1;pain;F.;;;n.;20.0;155;pain;pain;p eI n;p?n;noun
2;paiʹnful;;;;a.;21.0;155;painful;painful;p eI n f @ l;p?nfəl;adjective
1;pains;;;;n.;22.0;155;pains;pains;p eI n z;p?nz;noun
1;paint;;;;n.;23.0;155;paint;paint;p eI n t;p?nt;noun
2;paiʹnt_e_r;;;;n.;24.0;155;painter;painter;p eI n t 3:r;p?ntɜ:r;noun
1;pair;F.;;;n.;25.0;155;pair;pair;p E r\;pɛɹ;noun
2;păʹlăce;L.;;;n.;26.0;155;palace;palace;p { l @ s;pæləs;noun
4;păʹlătable;;;;a.;29.0;155;palatable;palatable;p { l @ 4 @ b @ l;pæləɾəbəl;adjective
2;păʹlăte;L.;;;n.;30.0;155;palate;palate;p { l @ t;pælət;noun
3;păʹlătine;;;;n.;32.0;155;palatine;palatine;p { l @ t aI n;pælət?n;noun
1;pāle;L.;;;n.;33.0;155;pale;pale;p eI l;p?l;noun
3;pălĭsāʹdes;F.;;;n.;35.0;155;palisades;palisades;p { l i s eI d z;pælis?dz;noun
1;pall;L.;;;n.;36.0;155;pall;pall;p A l;pɑl;noun
2;păʹllăs;;;;n.;37.0;155;pallas;pallas;p { l @ s;pæləs;noun
2;păʹllet;F.;;;n.;39.0;155;pallet;pallet;p { l @ t;pælət;noun
4;păʹllĭătive;;;;a.;42.0;155;palliative;palliative;p { l i: @ 4 i v;pæliːəɾiv;adjective
2;păʹllĭd;L.;;;a.;43.0;155;pallid;pallid;p { l @ d;pæləd;adjective
1;palm;;;;n.;46.0;155;palm;palm;p A m;pɑm;noun
2;păʹlmer;;;;n.;47.0;155;palmer;palmer;p A m 3:r;pɑmɜ:r;noun
3;păʹlmĭſtry;;;;n.;48.0;155;palmistry;palmistry;p A m i s t r\ i:;pɑmistɹiː;noun
3;păʹlpăble;;;;v.;49.0;155;palpable;palpable;p { l p @ b @ l;pælpəbəl;verb
5;pălpĭtāʹtion;L.;;;n.;50.0;155;palpitation;palpitation;p { l p @ t eI S @ n;pælpət?ʃən;noun
2;păʹlſy;G.;;;n.;53.0;155;palsy;palsy;p O: l z i:;pOːlziː;noun
2;păʹltry;;;;a.;55.0;155;paltry;paltry;p O: l t r\ i:;pOːltɹiː;adjective
2;păʹmp_e_r;;;;v.;56.0;155;pamper;pamper;p { m p 3:r;pæmpɜ:r;verb
2;păʹmphlet;;;;n.;57.0;155;pamphlet;pamphlet;p { m f l @ t;pæmflət;noun
3;pămphlĕteeʹr;;;;n.;2.0;156;pamphleteer;pamphleteer;p { m f l @ t I r\;pæmflətɪɹ;noun
1;păn;;;;n.;3.0;156;pan;pan;p { n;pæn;noun
4;pănăcēʹā;G.;;;n.;4.0;156;panacea;panacea;p { n @ s i: @;pænəsiːə;noun
2;păncāke;;nbSyll>1 et pas d'accent tonic;;n.;6.0;156;pancake;pancake;p { n k eI k;pænk?k;noun
2;păʹnd_e_r;;;;n.;9.0;156;pander;pander;p { n d 3:r;pændɜ:r;noun
3;păndōrā;;nbSyll>1 et pas d'accent tonic;;n.;10.0;156;pandora;pandora;p { n d O: r\ @;pændOːɹə;noun
1;pāne;;;;n.;11.0;156;pane;pane;p eI n;p?n;noun
4;pănĕgyʹric;G.;;;n.;13.0;156;panegyric;panegyric;p { n E dZ aI r\ I k;pænɛ??ɹɪk;noun
1;păngs;;;;n.;15.0;156;pangs;pangs;p { N z;pæŋz;noun
2;păʹnic;;;;n.;16.0;156;panic;panic;p { n i k;pænik;noun
3;păʹnŏply;G.;;;n.;19.0;156;panoply;panoply;p { n A p l i:;pænɑpliː;noun
1;pănt;;;;v.;20.0;156;pant;pant;p { n t;pænt;verb
3;păntălooʹns;;;;n.;21.0;156;pantaloons;pantaloons;p { n t @ l u n z;pæntəlunz;noun
2;păʹnther;;;;n.;22.0;156;panther;panther;p { n T 3:r;pænθɜ:r;noun
3;păʹntŏmīme;G.;;;n.;25.0;156;pantomime;pantomime;p { n t @ m aI m;pæntəm?m;noun
2;păʹntry;F.;;;n.;26.0;156;pantry;pantry;p { n t r\ i:;pæntɹiː;noun
1;pap;;;;n.;27.0;156;pap;pap;p { p;pæp;noun
2;păpāʹ;G.;;;n.;28.0;156;papa;papa;p A p @;pɑpə;noun
2;pāʹpal;L.;;;a.;29.0;156;papal;papal;p eI p @ l;p?pəl;adjective
2;pāʹp_e_r;;;;n.;30.0;156;paper;paper;p eI p 3:r;p?pɜ:r;noun
1;păr;L.;;;a.;34.0;156;par;par;p A r\;pɑɹ;adjective
3;păʹrable;L.;;;n.;35.0;156;parable;parable;p E r\ @ b @ l;pɛɹəbəl;noun
4;părăʹbŏlā;L.;;;n.;36.0;156;parabola;parabola;p 3:r { b @ l @;pɜ:ræbələ;noun
2;părāʹde;;;;n.;38.0;156;parade;parade;p 3:r eI d;pɜ:r?d;noun
3;păʹrădīſe;;;;n.;39.0;156;paradise;paradise;p E r\ @ d aI s;pɛɹəd?s;noun
3;păʹrădox;G.;;;n.;40.0;156;paradox;paradox;p E r\ @ d A k s;pɛɹədɑks;noun
5;părădŏʹxĭcal;;;;a.;41.0;156;paradoxical;paradoxical;p E r\ @ d A k s i k @ l;pɛɹədɑksikəl;adjective
3;păʹrăgon;F.;;;n.;42.0;156;paragon;paragon;p E r\ @ g A n;pɛɹəgɑn;noun
3;păʹrăgrăph;G.;;;n.;43.0;156;paragraph;paragraph;p { r\ @ g r\ { f;pæɹəgɹæf;noun
3;păʹrăllax;G.;;;n.;45.0;156;parallax;parallax;p E r\ @ l { k s;pɛɹəlæks;noun
3;păʹrăllel;;;;a.;46.0;156;parallel;parallel;p E r\ @ l E l;pɛɹəlɛl;adjective
5;părăllĕʹlŏgram;;;;n.;47.0;156;parallelogram;parallelogram;p E r\ @ l E l @ g r\ { m;pɛɹəlɛləgɹæm;noun
3;păʹrăllels;;;;n.;48.0;156;parallels;parallels;p E r\ @ l E l z;pɛɹəlɛlz;noun
3;păʹrăphrāſe;;;;n.;54.0;156;paraphrase;paraphrase;p E r\ @ f r\ eI z;pɛɹəfɹ?z;noun
3;păʹrăsīte;G.;;;n.;59.0;156;parasite;parasite;p E r\ @ s aI t;pɛɹəs?t;noun
2;păʹrboil;;;;v.;61.0;156;parboil;parboil;p A r\ b OI l;pɑɹb?l;verb
2;păʹrcel;F.;;;n.;64.0;156;parcel;parcel;p A r\ s @ l;pɑɹsəl;noun
1;părch;;;;v.;66.0;156;parch;parch;p A r\ tS;pɑɹ?;verb
2;părchmĕnt;F.;nbSyll>1 et pas d'accent tonic;;n.;67.0;156;parchment;parchment;p A r\ tS m @ n t;pɑɹ?mənt;noun
2;păʹrdon;;;;n.;68.0;156;pardon;pardon;p A r\ d @ n;pɑɹdən;noun
4;păʹrdŏnable;;;;a.;69.0;156;pardonable;pardonable;p A r\ d @ n @ b @ l;pɑɹdənəbəl;adjective
1;pāre;;;;v.;70.0;156;pare;pare;p E r\;pɛɹ;verb
2;pāʹrĕnt;L.;;;n.;72.0;156;parent;parent;p E r\ @ n t;pɛɹənt;noun
3;pāʹrĕntage;;;;n.;73.0;156;parentage;parentage;p E r\ @ n t @ dZ;pɛɹəntə?;noun
3;pārĕʹntal;;;;n.;2.0;157;parental;parental;p 3:r E n t @ l;pɜ:rɛntəl;noun
4;părĕʹnthĕſis;G.;;;n.;3.0;157;parenthesis;parenthesis;p 3:r E n T @ s i s;pɜ:rɛnθəsis;noun
2;pāʹring;;;;n.;5.0;157;paring;paring;p E r\ i N;pɛɹiŋ;noun
2;păʹriſh;G.;;;n.;6.0;157;parish;parish;p { r\ i S;pæɹiʃ;noun
5;părĭʹſh_i_ŏnĕr;;;;n.;7.0;157;parishioner;parishioner;p 3:r I S @ n 3:r;pɜ:rɪʃənɜ:r;noun
3;pāʹrĭty;L.;;;n.;8.0;157;parity;parity;p E r\ @ 4 i:;pɛɹəɾiː;noun
1;părk;F.;;;n.;9.0;157;park;park;p A r\ k;pɑɹk;noun
2;păʹrley;F.;;;n.;10.0;157;parley;parley;p A r\ l i:;pɑɹliː;noun
4;păʹrlĭ_a_mĕnt;F.;;;n.;11.0;157;parliament;parliament;p A r\ l @ m @ n t;pɑɹləmənt;noun
6;părlĭ_a_mĕʹntăry;;;;a.;12.0;157;parliamentary;parliamentary;p A r\ l @ m E n t 3:r i:;pɑɹləmɛntɜ:riː;adjective
2;păʹrlo_u_r;F.;;;n.;13.0;157;parlour;parlour;p A r\ l 3:r;pɑɹlɜ:r;noun
3;părmĕsăʹn;;;;n.;14.0;157;parmesan;parmesan;p A r\ m @ z A n;pɑɹməzɑn;noun
4;părŏʹc_h_ĭal;;;;a.;15.0;157;parochial;parochial;p 3:r @U k i: @ l;pɜ:roʊkiːəl;adjective
3;păʹrŏdy;;;;n.;16.0;157;parody;parody;p E r\ @ 4 i:;pɛɹəɾiː;noun
2;părōʹle;F.;;;n.;17.0;157;parole;parole;p 3:r @U l;pɜ:roʊl;noun
2;păʹrrot;;;;n.;20.0;157;parrot;parrot;p E r\ @ t;pɛɹət;noun
2;păʹrry;F.;;;v.;21.0;157;parry;parry;p E r\ i:;pɛɹiː;verb
1;părſe;;;;v.;22.0;157;parse;parse;p A r\ s;pɑɹs;verb
4;păʹrsĭmŏny;L.;;;n.;24.0;157;parsimony;parsimony;p A r\ s @ m @U n i:;pɑɹsəmoʊniː;noun
2;păʹrſley;;;;n.;25.0;157;parsley;parsley;p A r\ s l i:;pɑɹsliː;noun
2;păʹrſon;;;;n.;27.0;157;parson;parson;p A r\ s @ n;pɑɹsən;noun
3;păʹrsŏnage;;;;n.;28.0;157;parsonage;parsonage;p A r\ s @ n i dZ;pɑɹsəni?;noun
1;părt;;;;n.;29.0;157;part;part;p A r\ t;pɑɹt;noun
2;părtāʹke;;;;v.;30.0;157;partake;partake;p A r\ t eI k;pɑɹt?k;verb
3;păʹrtial;L.;;;n.;32.0;157;partial;partial;p A r\ S @ l;pɑɹʃəl;noun
5;părtiaʹlĭty;;;;n.;33.0;157;partiality;partiality;p A r\ S i: { l @ 4 i:;pɑɹʃiːæləɾiː;noun
4;părtĭʹcĭpāte;L.;;;v.;34.0;157;participate;participate;p A r\ t I s @ p eI t;pɑɹtɪsəp?t;verb
6;părtĭcĭpāʹtion;;;;n.;35.0;157;participation;participation;p A r\ t I s @ p eI S @ n;pɑɹtɪsəp?ʃən;noun
3;părtĭʹcle;;;;n.;37.0;157;particle;particle;p A r\ 4 @ k @ l;pɑɹɾəkəl;noun
4;părtĭʹcŭlar;L.;;;a.;38.0;157;particular;particular;p 3:r t I k j @ l 3:r;pɜ:rtɪkjəlɜ:r;adjective
6;părtĭcŭlāʹrĭty;L.;;;n.;39.0;157;particularity;particularity;p 3:r t I k j @ l { r\ @ 4 i:;pɜ:rtɪkjəlæɹəɾiː;noun
3;păʹrtĭſan;;;;n.;41.0;157;partisan;partisan;p A r\ 4 @ z @ n;pɑɹɾəzən;noun
